projectDescriptionID,trapVisitID,siteName,subSiteName,visitTime,visitType,fishProcessed,trapFunctioning,counterAtEnd,rpmRevolutionsAtStart,rpmRevolutionsAtEnd,includeCatch,discharge,waterVel,waterTemp,turbidity
NA,NA,adams dam,adams dam,1998-03-12T09:30:00Z,continue trapping,not recorded,not recorded,NA,3.2,3.8,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1998-03-12T10:45:00Z,continue trapping,not recorded,not recorded,NA,3.382608695652174,3.8,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1998-03-12T11:30:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1998-03-13T09:15:00Z,continue trapping,not recorded,not recorded,NA,3.784615384615385,3.8846153846153846,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1998-03-13T10:30:00Z,continue trapping,not recorded,not recorded,NA,3.8666666666666663,3.966666666666667,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1998-03-13T11:20:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1998-03-14T10:00:00Z,continue trapping,not recorded,not recorded,NA,4.338461538461538,2.9,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1998-03-14T09:30:00Z,continue trapping,not recorded,not recorded,NA,3.183333333333333,2.9,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1998-03-14T10:45:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1998-03-15T09:00:00Z,continue trapping,not recorded,not recorded,NA,4.35,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1998-03-15T09:00:00Z,continue trapping,not recorded,not recorded,NA,4.8,NA,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1998-03-16T09:30:00Z,continue trapping,not recorded,not recorded,NA,4.763636363636364,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1998-03-16T09:00:00Z,continue trapping,not recorded,not recorded,NA,5.6,NA,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1998-03-17T11:20:00Z,continue trapping,not recorded,not recorded,NA,5.355172413793103,5.3,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1998-03-17T10:00:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1998-03-17T11:00:00Z,continue trapping,not recorded,not recorded,NA,3.7818181818181817,5.3,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1998-03-18T09:30:00Z,continue trapping,not recorded,not recorded,NA,3.895121951219512,3.895121951219512,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1998-03-18T09:00:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-03-18T09:30:00Z,continue trapping,not recorded,not recorded,NA,5.1,5.1,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1998-03-19T09:30:00Z,continue trapping,not recorded,not recorded,NA,4.319444444444445,4.319444444444445,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-03-19T09:00:00Z,continue trapping,not recorded,not recorded,NA,3.908695652173914,3.908695652173914,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1998-03-19T09:30:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1998-03-20T09:30:00Z,continue trapping,not recorded,not recorded,NA,3.95,3.95,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-03-20T09:00:00Z,continue trapping,not recorded,not recorded,NA,4.4,4.4,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1998-03-20T09:45:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1998-03-21T09:00:00Z,continue trapping,not recorded,not recorded,NA,3,3,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-03-21T09:00:00Z,continue trapping,not recorded,not recorded,NA,3.96,3.6,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1998-03-21T09:40:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1998-03-22T09:00:00Z,continue trapping,not recorded,not recorded,NA,3.9,3.9,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-03-22T09:00:00Z,continue trapping,not recorded,not recorded,NA,4.568181818181818,4.568181818181818,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1998-03-22T09:45:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-03-23T08:40:00Z,continue trapping,not recorded,not recorded,NA,0,0,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-03-28T10:00:00Z,continue trapping,not recorded,not recorded,NA,3.1,3.1,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-03-29T09:00:00Z,continue trapping,not recorded,not recorded,NA,2.5,2.5,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-03-30T09:00:00Z,continue trapping,not recorded,not recorded,NA,3.2,3.3,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1998-03-31T09:00:00Z,continue trapping,not recorded,not recorded,NA,4.46,1.4,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1998-03-31T09:30:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-03-31T10:30:00Z,continue trapping,not recorded,not recorded,NA,4.3,1.75,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1998-04-03T09:00:00Z,continue trapping,not recorded,not recorded,NA,3.95,3.95,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-04-03T09:00:00Z,continue trapping,not recorded,not recorded,NA,3.475,3.475,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1998-04-04T09:30:00Z,continue trapping,not recorded,not recorded,NA,5.2,5.2,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-04-04T10:30:00Z,continue trapping,not recorded,not recorded,NA,3.4,3.4,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1998-04-05T09:30:00Z,continue trapping,not recorded,not recorded,NA,4.5,4.5,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-04-05T10:00:00Z,continue trapping,not recorded,not recorded,NA,3.5,3.5,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1998-04-06T09:30:00Z,continue trapping,not recorded,not recorded,NA,4.472727272727273,4.472727272727273,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-04-06T09:00:00Z,continue trapping,not recorded,not recorded,NA,3.48,3.48,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1998-04-07T09:30:00Z,continue trapping,not recorded,not recorded,NA,4,3.7,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-04-07T09:00:00Z,continue trapping,not recorded,not recorded,NA,4.2,3.9333333333333336,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-04-08T09:00:00Z,continue trapping,not recorded,not recorded,NA,0,2.9,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1998-04-10T09:15:00Z,continue trapping,not recorded,not recorded,NA,4.4,4.5,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-04-10T10:30:00Z,continue trapping,not recorded,not recorded,NA,2.8,2.8,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1998-04-11T08:20:00Z,continue trapping,not recorded,not recorded,NA,4.6,4.6,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1998-04-12T08:00:00Z,continue trapping,not recorded,not recorded,NA,4.3,4.5,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1998-04-13T09:15:00Z,continue trapping,not recorded,not recorded,NA,4.8,0,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1998-04-14T09:30:00Z,continue trapping,not recorded,not recorded,NA,3.066666666666667,3.6,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-04-14T11:00:00Z,continue trapping,not recorded,not recorded,NA,3,3.8,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1998-04-15T09:20:00Z,continue trapping,not recorded,not recorded,NA,0,0,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-04-15T08:15:00Z,continue trapping,not recorded,not recorded,NA,3.1,3.1,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-04-16T08:30:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-04-17T08:00:00Z,continue trapping,not recorded,not recorded,NA,3.1,3.1,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-04-18T08:30:00Z,continue trapping,not recorded,not recorded,NA,3.2,3.2,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1998-04-19T09:45:00Z,continue trapping,not recorded,not recorded,NA,3.1818181818181817,3.1818181818181817,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-04-19T08:30:00Z,continue trapping,not recorded,not recorded,NA,3.4,3.4,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1998-04-20T12:45:00Z,continue trapping,not recorded,not recorded,NA,3.5,3.5,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-04-20T09:00:00Z,continue trapping,not recorded,not recorded,NA,3.4,3.5,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1998-04-21T11:00:00Z,continue trapping,not recorded,not recorded,NA,3.5,3.5,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1998-04-22T11:00:00Z,continue trapping,not recorded,not recorded,NA,3.4,0,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-04-22T09:00:00Z,continue trapping,not recorded,not recorded,NA,3.2,3.2,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-04-23T10:00:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1998-04-24T13:00:00Z,continue trapping,not recorded,not recorded,NA,2.56,2.8,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-04-24T09:00:00Z,continue trapping,not recorded,not recorded,NA,2.65,2.8,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-04-25T14:00:00Z,continue trapping,not recorded,not recorded,NA,1.1,1.1,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-04-27T09:45:00Z,continue trapping,not recorded,not recorded,NA,1.9,3,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1998-04-28T10:30:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-04-28T09:30:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1998-04-29T14:20:00Z,continue trapping,not recorded,not recorded,NA,4.3,4.5,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1998-04-30T09:30:00Z,continue trapping,not recorded,not recorded,NA,3,3,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1998-04-30T10:35:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-04-30T10:45:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-05-01T10:20:00Z,continue trapping,not recorded,not recorded,NA,3.5,3.5,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-05-02T09:30:00Z,continue trapping,not recorded,not recorded,NA,0,3.4,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-05-03T10:00:00Z,continue trapping,not recorded,not recorded,NA,3.3,3.3,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-05-04T08:00:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1998-05-06T10:45:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-05-06T09:00:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1998-05-07T11:45:00Z,continue trapping,not recorded,not recorded,NA,3.4,3.4,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-05-07T10:30:00Z,continue trapping,not recorded,not recorded,NA,3.85,3.85,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1998-05-08T08:10:00Z,continue trapping,not recorded,not recorded,NA,4.066666666666666,4.166666666666666,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-05-08T10:00:00Z,continue trapping,not recorded,not recorded,NA,3.4,3.4,Yes,NA,NA,NA,NA
NA,NA,adams dam,adams dam,1998-05-09T10:00:00Z,continue trapping,not recorded,not recorded,NA,3.2259259259259263,0.3814814814814815,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-05-09T11:45:00Z,continue trapping,not recorded,not recorded,NA,3.6375,2.8375,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1998-05-09T12:30:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-05-10T15:20:00Z,continue trapping,not recorded,not recorded,NA,3.6,3.6,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1998-05-10T16:15:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-05-11T11:00:00Z,continue trapping,not recorded,not recorded,NA,4,4,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1998-05-11T11:30:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-05-12T09:30:00Z,continue trapping,not recorded,not recorded,NA,3.5,3.5,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1998-05-12T10:15:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-05-13T15:00:00Z,continue trapping,not recorded,not recorded,NA,3.75,3.5,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1998-05-14T11:00:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-05-14T11:10:00Z,continue trapping,not recorded,not recorded,NA,2.9,2.8,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-05-15T09:30:00Z,continue trapping,not recorded,not recorded,NA,2.7,2.7,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1998-05-15T10:30:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1998-05-16T10:00:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-05-16T10:30:00Z,continue trapping,not recorded,not recorded,NA,2.6,2.6,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1998-05-17T08:30:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-05-17T09:00:00Z,continue trapping,not recorded,not recorded,NA,3.4875,3.425,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1998-05-18T08:30:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-05-18T09:00:00Z,continue trapping,not recorded,not recorded,NA,2.892307692307692,2.892307692307692,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-05-19T15:00:00Z,continue trapping,not recorded,not recorded,NA,3.4,3.4,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1998-05-19T15:55:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1998-05-20T13:30:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-05-20T14:10:00Z,continue trapping,not recorded,not recorded,NA,4.3,4,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1998-05-21T15:00:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-05-21T15:45:00Z,continue trapping,not recorded,not recorded,NA,3.7,3.7,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1998-05-22T09:00:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-05-22T09:30:00Z,continue trapping,not recorded,not recorded,NA,4,3.5,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1998-05-23T08:00:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-05-23T09:00:00Z,continue trapping,not recorded,not recorded,NA,3.981818181818182,4.118181818181818,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1998-05-24T10:15:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-05-24T10:40:00Z,continue trapping,not recorded,not recorded,NA,4.3,4.8,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1998-05-25T10:30:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-05-25T11:00:00Z,continue trapping,not recorded,not recorded,NA,3.7,3.7,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1998-05-26T12:40:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-05-26T13:00:00Z,continue trapping,not recorded,not recorded,NA,2.8,2.9,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-05-27T10:00:00Z,continue trapping,not recorded,not recorded,NA,2.9,2.9,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1998-05-27T10:15:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-05-28T12:00:00Z,continue trapping,not recorded,not recorded,NA,3.25,3.25,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-06-01T14:00:00Z,continue trapping,not recorded,not recorded,NA,5.300000000000001,5.375,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1998-06-02T13:30:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-06-02T14:00:00Z,continue trapping,not recorded,not recorded,NA,3.44,3.44,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-06-03T13:00:00Z,continue trapping,not recorded,not recorded,NA,3.9,3,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-06-04T08:00:00Z,continue trapping,not recorded,not recorded,NA,3.3,3,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-06-05T08:30:00Z,continue trapping,not recorded,not recorded,NA,2.5,2.5,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1998-06-05T08:30:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-06-06T10:00:00Z,continue trapping,not recorded,not recorded,NA,2.2,2.2,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-06-14T10:00:00Z,continue trapping,not recorded,not recorded,NA,5.25,5.25,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-06-15T08:30:00Z,continue trapping,not recorded,not recorded,NA,4.85,4.85,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-06-17T15:50:00Z,continue trapping,not recorded,not recorded,NA,6.5,6.5,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-06-18T12:15:00Z,continue trapping,not recorded,not recorded,NA,3.2,32,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-06-19T10:10:00Z,continue trapping,not recorded,not recorded,NA,4.1,4.6,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1998-06-19T11:20:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-06-20T09:50:00Z,continue trapping,not recorded,not recorded,NA,5.4,5.6,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-06-21T09:00:00Z,continue trapping,not recorded,not recorded,NA,0,0,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-06-22T09:45:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,NA,1998-06-22T10:50:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-06-24T10:45:00Z,continue trapping,not recorded,not recorded,NA,2.3,3.2,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-06-26T14:00:00Z,continue trapping,not recorded,not recorded,NA,4.8,4.7,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-06-27T14:15:00Z,continue trapping,not recorded,not recorded,NA,4.6,5,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-07-05T12:30:00Z,continue trapping,not recorded,not recorded,NA,4.8,4.8,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-07-08T12:00:00Z,continue trapping,not recorded,not recorded,NA,4.6,4.6,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-07-19T11:15:00Z,continue trapping,not recorded,not recorded,NA,4,4,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,canal trap box,1998-11-18T08:30:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-11-18T09:00:00Z,continue trapping,not recorded,not recorded,NA,1.6,1.6,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,canal trap box,1998-11-19T08:30:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-11-19T09:00:00Z,continue trapping,not recorded,not recorded,NA,1.4,1.4,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,canal trap box,1998-11-20T08:30:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-11-20T09:00:00Z,continue trapping,not recorded,not recorded,NA,1.5,1.5,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-11-21T09:00:00Z,continue trapping,not recorded,not recorded,NA,1.2,1.2,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,canal trap box,1998-11-22T08:30:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-11-22T09:15:00Z,continue trapping,not recorded,not recorded,NA,3.3,3.3,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,canal trap box,1998-11-23T08:30:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-11-23T09:00:00Z,continue trapping,not recorded,not recorded,NA,2.3,2.3,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,canal trap box,1998-11-26T07:00:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-11-26T07:45:00Z,continue trapping,not recorded,not recorded,NA,2.5,2.5,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,canal trap box,1998-11-27T09:00:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-11-27T09:00:00Z,continue trapping,not recorded,not recorded,NA,2.9,2.9,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,canal trap box,1998-11-28T11:00:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-11-28T12:00:00Z,continue trapping,not recorded,not recorded,NA,2.5,2.5,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,canal trap box,1998-11-29T08:00:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-11-29T09:00:00Z,continue trapping,not recorded,not recorded,NA,2.3,2.3,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-11-30T08:00:00Z,continue trapping,not recorded,not recorded,NA,0,0,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,canal trap box,1998-11-30T09:30:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,canal trap box,1998-12-03T08:00:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-12-03T09:00:00Z,continue trapping,not recorded,not recorded,NA,3.3,0,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,canal trap box,1998-12-05T08:00:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-12-05T09:00:00Z,continue trapping,not recorded,not recorded,NA,3,2.9,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,canal trap box,1998-12-06T08:30:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-12-06T10:15:00Z,continue trapping,not recorded,not recorded,NA,2.5,2.6,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,canal trap box,1998-12-07T08:30:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-12-07T09:30:00Z,continue trapping,not recorded,not recorded,NA,2.3,2.3,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,canal trap box,1998-12-08T08:30:00Z,continue trapping,not recorded,not recorded,NA,NA,NA,Yes,NA,NA,NA,NA
NA,NA,parrot-phelan,pp rst,1998-12-08T09:50:00Z,continue trapping,not recorded,not recorded,NA,2.2,2.2,Yes,NA,NA,NA,NA
